context,symbol,count
te\nDe Ninfa que sustente o dum Gigante?\n\n54\n--,",1
)\nPelejar co invicto e forte Luso,\nA quem nenhum, ,1
a,\nO Bootes gelado e a linha ardente,\nTemessem o, ,1
\nO Bootes gelado e a linha ardente,\nTemessem o t,e,1
erba o erro,\nCom lhe fazer tributo dar dobrado.\n,T,1
nO Príncipe, que o Reino então governa,\nFoi Joa,n,1
r mais que diga,\nMais me há-de ficar inda por di,z,1
 receio,\nQue a faz imaginar no peito alheio.\n\n1,0,1
faz, a quem o tem, amado e caro.\nDesta arte vai f,a,1
rmo e lento:\nNela vê, como tinha por costume,\nC,u,1
nQue Baco muito de antes o avisara,\nNa forma dout,r,1
nO Bootes gelado e a linha ardente,\nTemessem o te,u,1
 a traça\nO Cabo que co nome se apelida\nDa cidad,e,1
itava:\n--"Aos infiéis, Senhor, aos infiéis,\nE ,n,1
or teu serviço navegamos."\n\n33\nOuviu-lhe essas, ,1
 Bootes gelado e a linha ardente,\nTemessem o teu ,n,1
,\nVerás as várias partes, que os insanos\nMares, ,1
usada,\nOu nunca, a opróbrios tais, vendo-se nua\,n,1
,\nMe respondeu, com voz pesada e amara,\nComo que,m,1
Bootes gelado e a linha ardente,\nTemessem o teu n,o,1
costa que Champá se chama,\nCuja mata é do pau c,h,1
tes gelado e a linha ardente,\nTemessem o teu nome, ,1
ão dos céus divina,\nPor sinais muito claros se ,m,1
s gelado e a linha ardente,\nTemessem o teu nome g,e,1
 gelado e a linha ardente,\nTemessem o teu nome ge,r,1
�ria voe.\n\n95\nDá a terra lusitana Cipiões,\nC,�,1
usado.\nDespois, Capitão-mor do Índico mar,\nO m,u,1
elado e a linha ardente,\nTemessem o teu nome gera,l,1
ndo as bombardas, que, nos ares,\nSe vingam só do, ,1
do e a linha ardente,\nTemessem o teu nome geralme,n,1
ino da seca Ádem, que confina\nCom a serra d'Arzi,r,1
 nos campos Tartésios ajuntada.\n\n101\n"E vendo ,o,1
o e a linha ardente,\nTemessem o teu nome geralmen,t,1
a linha ardente,\nTemessem o teu nome geralmente.\,n,1
 sentidos\nNaquele Deus que o mundo governava.\nOs, ,1
 linha ardente,\nTemessem o teu nome geralmente.\n,\,1
dado exprimentado,\nNem vendo-se num cerco duro e ,u,1
ha ardente,\nTemessem o teu nome geralmente.\n\n72,\,1
er tudo, enfim, que nunca louvarei\nO Capitão que, ,1
a ardente,\nTemessem o teu nome geralmente.\n\n72\,n,1
 ardente,\nTemessem o teu nome geralmente.\n\n72\n,",1
ente,\nTemessem o teu nome geralmente.\n\n72\n"Pos,t,1
 globo, comovido\nDe espanto e de desejo ali ficou,.,1
Matéria é de coturno, e não de soco,\nA que a N,i,1
te,\nTemessem o teu nome geralmente.\n\n72\n"Posto, ,1
,\nTemessem o teu nome geralmente.\n\n72\n"Posto q,u,1
,\nArcos, e sagitíferas aljavas,\nPartazanas agud,a,1
\nTemessem o teu nome geralmente.\n\n72\n"Posto qu,e,1
navega\nUm braço do Sarmático Oceano\nPelo Brús,i,1
nTemessem o teu nome geralmente.\n\n72\n"Posto que, ,1
e tanto, ó Cristo, exaltas a humildade!\n\n4\nVed,e,1
,\nAbraçados as almas soltarão\nDa formosa e mis,�,1
messem o teu nome geralmente.\n\n72\n"Posto que a ,r,1
riu,\nFaz contra Lusitânia vir Castela,\nDizendo ,s,1
a nuvem que os ares escurece\nSobre nossas cabeça,s,1
essem o teu nome geralmente.\n\n72\n"Posto que a r,i,1
mbém, que nunca extinto\nSerá seu nome em todo o, ,1
 o Céu feriam,\nFazendo de seu sangue bruto lago,,\,1
anca meia espada)\nDefenderei da força dura e inf,e,1
l precede\nMostrara rosto angélico e sereno,\nCon,v,1
 na sua língua Catual se chama,\nRodeado de Naire,s,1
fonso que obras tais\nLevassem prémio digno e don,s,1
oberanos\nDo Céu supremo quis que povoasse.\nMas ,p,1
oso\nDe todos os soberbos vitupérios,\nMais ladr�,�,1
sem o teu nome geralmente.\n\n72\n"Posto que a ric,a,1
Por entre pedras alvas se deriva\nA sonorosa Ninfa, ,1
e eu pelo rosto angélico apertava\nNão fiquei ho,m,1
É porque queres, áspero e tirano,\nTuas aras ban,h,1
em o teu nome geralmente.\n\n72\n"Posto que a rica, ,1
 Terra por seu centro.\n\n91\n"Neste centro, pousa,d,1
descansa\nOs lassos animais, na noite mansa.\n\n45,\,1
 teu nome geralmente.\n\n72\n"Posto que a rica Ar�,�,1
 fez, porque cumprisse\nO regimento, em tudo obede,c,1
e mancebo, que ficara\nImitando seu pai na valenti,a,1
 nome geralmente.\n\n72\n"Posto que a rica Arábia, ,1
sa armada, que viera\nPor contraste de vento àque,l,1
ido corri de longe, abrindo\nOs braços, para aque,l,1
ome geralmente.\n\n72\n"Posto que a rica Arábia e, ,1
 geralmente.\n\n72\n"Posto que a rica Arábia e qu,e,1
idos;\nDa gente louva a antiga fortaleza,\nA leald,a,1
tasia\nDe tentarem o mar com vela e reino;\nVistes,,,1
 rendidas.\n\n63\n"Eis a nobre Cidade, certo assen,t,1
cidade,\nCom rosto humano e hábito fingido,\nMost,r,1
geralmente.\n\n72\n"Posto que a rica Arábia e que, ,1
gem", logo o vento\nNos troncos fez o usado movime,n,1
à terra onde esta gente estava.\n\n99\nO mesmo o ,f,1
almente.\n\n72\n"Posto que a rica Arábia e que os, ,1
adoram,\nAlguns os animais, que entre eles morri.\,n,1
de pensamento.\nNas mostras e no gesto o não most,r,1
te.\n\n72\n"Posto que a rica Arábia e que os fero,z,1
emisso,\nQue a muitos lhe dá pouco, ou nada disso,.,1
e.\n\n72\n"Posto que a rica Arábia e que os feroz,e,1
.\n\n72\n"Posto que a rica Arábia e que os feroze,s,1
\n72\n"Posto que a rica Arábia e que os ferozes\n,E,1
a vida cara.\n\n30\n"Começa-se a travar a incerta, ,1
os que dentro tem no seio;\nPor obra deste, o Sol,, ,1
72\n"Posto que a rica Arábia e que os ferozes\nEn,�,1
ós as cabeças na água lhe aparecem:\n\n28\nAssi,m,1
\n"Posto que a rica Arábia e que os ferozes\nEní,o,1
n"Posto que a rica Arábia e que os ferozes\nEnío,c,1
�los gelados acendia,\nE tornava do Fogo a esfera ,f,1
"Posto que a rica Arábia e que os ferozes\nEníoc,o,1
nou.\nó segredos daquela Eternidade,\nA quem juí,z,1
doutras peças, que levaram.\nMas como nunca enfim, ,1
 sempre a pena\nMuitos, que Deus o quis, e permiti,u,1
s de usança vária.\nOs Naires sós são dados ao, ,1
que a rica Arábia e que os ferozes\nEníocos e Co,l,1
ndo;\nOutros a sede dura vão culpando\nDo peito c,o,1
ue a rica Arábia e que os ferozes\nEníocos e Col,c,1
tam duma e doutra banda.\nTritão, que de ser filh,o,1
 mui grande sofredor;\nAmbos são de valia e de co,n,1
e a rica Arábia e que os ferozes\nEníocos e Colc,o,1
a rica Arábia e que os ferozes\nEníocos e Colcos,,,1
brara.\nJá murmurando a Fama penetrante\nPelas fu,n,1
ado.\n\n25\nJá finalmente todos assentados\nNa gr,a,1
ntura\nDos laços que Amor arma brandamente\nEntre, ,1
a Arábia e que os ferozes\nEníocos e Colcos, cuj,a,1
 que esforço e arte\nDivinos os fizeram, sendo hu,m,1
Arábia e que os ferozes\nEníocos e Colcos, cuja ,f,1
Ou que os celestes Coros, invocados,\nDecerão a a,j,1
n60\n"Desta arte enfim tomada se rendeu\nAquela qu,e,1
�bia e que os ferozes\nEníocos e Colcos, cuja fam,a,1
esara:\n\n50\n--"Eu sou aquele oculto e grande Cab,o,1
\nCom mais noventa e sete, em que corria,\nQuando ,n,1
bia e que os ferozes\nEníocos e Colcos, cuja fama,\,1
\nQue se injuria de usar fundido cobre\nE de não ,t,1
ia e que os ferozes\nEníocos e Colcos, cuja fama\,n,1
 e que os ferozes\nEníocos e Colcos, cuja fama\nO, ,1
egados\nDe novo são, serão muito grande dano\nDa, ,1
rações.\nNos animais cavalgam de Neptuno,\nBrand,i,1
mesma arte\nDo Germano ajudado Silves toma,\nE o b,r,1
ue os ferozes\nEníocos e Colcos, cuja fama\nO Vé,u,1
tas trovoadas temerosas,\nRelâmpados que o ar em ,f,1
 os ferozes\nEníocos e Colcos, cuja fama\nO Véu ,d,1
mprisse\nO regimento, em tudo obedecido,\nDe seu R,e,1
estas namoradas estranhezas\nO velho pai sesudo, q,u,1
e imitantes\nA cor da Aurora; e vê na água salga,d,1
 César, se Alexandre Rei, tiveram\nTão pequeno p,o,1
 ferozes\nEníocos e Colcos, cuja fama\nO Véu dou,r,1
urmura,\nRompem-se as folhas, ferve a serra erguid,a,1
ferozes\nEníocos e Colcos, cuja fama\nO Véu dour,a,1
erozes\nEníocos e Colcos, cuja fama\nO Véu doura,d,1
 mimosos,\nQue não sofre a nenhum que o passo mud,e,1
rozes\nEníocos e Colcos, cuja fama\nO Véu dourad,o,1
ozes\nEníocos e Colcos, cuja fama\nO Véu dourado, ,1
zes\nEníocos e Colcos, cuja fama\nO Véu dourado ,e,1
nEníocos e Colcos, cuja fama\nO Véu dourado este,n,1
 de anéis dos mortos toma.\n\n117\n"E se tu tanta,s,1
ado,\nEgas estava a tudo oferecido.\nMas o Rei, ve,n,1
ocos e Colcos, cuja fama\nO Véu dourado estende, ,e,1
o consente,\nNem eu consentirei que a excelência\,n,1
cos e Colcos, cuja fama\nO Véu dourado estende, e, ,1
e tudo extrema inópia,\nQue aparta a Barbaria de ,E,1
ados.\n\n58\n"Chega-se o prazo e dia assinalado\nD,e,1
valente,\nEntre gentes tão poucas e medrosas,\nN�,�,1
os e Colcos, cuja fama\nO Véu dourado estende, e ,o,1
rimenta a fúria insana;\nAquela alta e divina Ete,r,1
ada.\n\n113\n"Eis as lanças e espadas retiniam\nP,o,1
em preso,\nEm pedra não, mas em desejo aceso?\n\n,1,1
os, sumptuosos,\nSe lia dos Reis altos a amizade;\,n,1
s e Colcos, cuja fama\nO Véu dourado estende, e o,s,1
 anda e radiantes,\nQue também nele tem curso ord,e,1
 e Colcos, cuja fama\nO Véu dourado estende, e os, ,1
vimos; e, se mais o trato humano\nNos pode dar, é, ,1
udo e malha.\n\n66\n"Gastar palavras em contar ext,r,1
 cidade onde Cristo padeceu,\nQuando Guido, coa ge,n,1
Teresa peca mais:\nIncontinência má, cobiça fei,a,1
orá, e a toda a terra\nQue cuidar de fazer aos vo,s,1
e Colcos, cuja fama\nO Véu dourado estende, e os ,C,1
 Colcos, cuja fama\nO Véu dourado estende, e os C,a,1
olcos, cuja fama\nO Véu dourado estende, e os Cap,a,1
éria se sustinha;\nDaqui as coisas vivas sempre a,n,1
cos, cuja fama\nO Véu dourado estende, e os Capad,o,1
sa, e verdadeira,\nQue com cem olhos vê, e por on,d,1
87\n"De não sair em terra toda a gente,\nPor obse,r,1
os, cuja fama\nO Véu dourado estende, e os Capado,c,1
 cuja fama\nO Véu dourado estende, e os Capadoces,,,1
cuja fama\nO Véu dourado estende, e os Capadoces,,\,1
"De outras belas senhoras e Princesas\nOs desejado,s,1
uja fama\nO Véu dourado estende, e os Capadoces,\,n,1
ja fama\nO Véu dourado estende, e os Capadoces,\n,E,1
ias,\nPor palavras subtis de sábias magas:\nIsto ,a,1
\nImitando a formosa e forte Dama,\nDe quem tanto ,o,1
\nEstendeu nisto Febo o claro manto\nPelo escuro H,e,1
a.\n\n83\n"Enfim que nesta incógnita espessura\nD,e,1
ma\nO Véu dourado estende, e os Capadoces,\nE Jud,e,1
m falo,\nAvante mais passar o não deixaram,\nQuer,e,1
\nO Véu dourado estende, e os Capadoces,\nE Judei,a,1
tos do Alcorão (duro tributo!)\nEm castigar os fe,i,1
\nO poderoso exército em defesa\nDa cidade onde C,r,1
Melindano se embarcava\nA ver a frota, que no mar ,e,1
Véu dourado estende, e os Capadoces,\nE Judeia, q,u,1
provar da espada os fios\nEm quem quer reprovar da, ,1
éu dourado estende, e os Capadoces,\nE Judeia, qu,e,1
a\nLusitânia, com força e bélica arte;\nE acabo,u,1
Porque, como por eles se regia,\nEm todos os seus ,v,1
a memória\nCos ossos guardará, não terá pejo\n,D,1
E el-Rei se vai do mar aos nobres paços.\n\n92\nQ,u,1
u dourado estende, e os Capadoces,\nE Judeia, que ,u,1
ndo,\nAs portas o recebe, acompanhado\nDas Ninfas,, ,1
ersas dando e recebendo.\nO padre Baco ali não co,n,1
ra a presa que tiveram?\n\n17\n--"Com quem foram c,o,1
 dourado estende, e os Capadoces,\nE Judeia, que u,m,1
ria têm, despois de morte,\nOs brutos animais de ,t,1
traições e vãos venenos,\nMas sempre (o Céu qu,e,1
vam,\nNa sombra escura os Mouros escondidos\nMansa,m,1
dourado estende, e os Capadoces,\nE Judeia, que um, ,1
ourado estende, e os Capadoces,\nE Judeia, que um ,D,1
is o grão Mavorte\nDo peito Lusitano fero e horre,n,1
rado estende, e os Capadoces,\nE Judeia, que um De,u,1
itos, quando são soados!\nQualquer nobre trabalha, ,1
s do cravo ardente,\nCo sangue Português inda com,p,1
hor do Rei, que os Maumetanos ama,\nAos feitores, ,q,1
ado estende, e os Capadoces,\nE Judeia, que um Deu,s,1
Foram do Duque Inglês experimentado.\nNão há na, ,1
nte que de tão longe à índia vinha.\n\n102\nE c,o,1
nas lhe trepavam\nDesejos, que como hera se enrola,v,1
ves, que lhe fora\nEm casamento dada, grande parte,\,1
inclinando, consentiu\nNo que disse Mavorte valero,s,1
do estende, e os Capadoces,\nE Judeia, que um Deus, ,1
estende, e os Capadoces,\nE Judeia, que um Deus ad,o,1
mano,\nDeitado fora o pérfido tirano.\n\n27\n"Tam,b,1
arentes\nDo adúltero Conde e da Rainha,\nCom quem, ,1
des outras mil, que vou passando,\nA vós outros a,q,1
stende, e os Capadoces,\nE Judeia, que um Deus ado,r,1
\nAbrolhos férreos mil, passos estreitos,\nTranqu,e,1
\n"Já quiseram os Deuses que tivesse\nO filho de ,F,1
 como hera se enrolavam.\n\n37\nC'um delgado senda,l,1
Mas já co'os esquadrões da gente armada\nOs Ebor,e,1
de, e os Capadoces,\nE Judeia, que um Deus adora e, ,1
 grosso a consciência limpa e certa,\nQue se enle,v,1
e, e os Capadoces,\nE Judeia, que um Deus adora e ,a,1
, e os Capadoces,\nE Judeia, que um Deus adora e a,m,1
 e os Capadoces,\nE Judeia, que um Deus adora e am,a,1
e os Capadoces,\nE Judeia, que um Deus adora e ama,,,1
s negada,\nVencerei (não só estes adversários)\,n,1
os Capadoces,\nE Judeia, que um Deus adora e ama,\,n,1
-emos contudo dura guerra;\nMas insistindo tu, por, ,1
 de César, quereis igual memória,\nVede o primei,r,1
Palmas nome demos.\nO grande rio, onde batendo soa,\,1
te mar nos apresenta,\nQue mor cousa parece que to,r,1
ul se tinge,\nCada um as vergonhosas partes cinge.,\,1
s Capadoces,\nE Judeia, que um Deus adora e ama,\n,E,1
i, verdadeiros Portugueses!"--\nIsto disse o magn�,�,1
ouros,\n\n59\nEste temor lhe esfria o baixo peito.,\,1
adoces,\nE Judeia, que um Deus adora e ama,\nE que, ,1
aco em Alcino,\nA teu porto seguro navegamos,\nCon,d,1
oces,\nE Judeia, que um Deus adora e ama,\nE que o,s,1
,\nE Judeia, que um Deus adora e ama,\nE que os mo,l,1
na carne comem, mas a sua\nPintam com ferro ardent,e,1
\nE Judeia, que um Deus adora e ama,\nE que os mol,e,1
por milagre, assim dizia:\n\n30\n"Ó caso grande, ,e,1
eia, que um Deus adora e ama,\nE que os moles Sofe,n,1
que um Deus adora e ama,\nE que os moles Sofenos, ,e,1
 estenderam,\n\n58\nDa Lua os claros raios rutilav,a,1
 de todo o Ilustre os ossos.\n\n84\n"Assim que, de,s,1
o longe dela;\nE assim tornei a dar ao vento a vel,a,1
ue um Deus adora e ama,\nE que os moles Sofenos, e, ,1
 um Deus adora e ama,\nE que os moles Sofenos, e o,s,1
um Deus adora e ama,\nE que os moles Sofenos, e os, ,1
clara\nQue as outras em polícia e fortaleza.\nVê,s,1
Assim contava o Mouro; mas vagando\nAndava a fama ,j,1
 Deus adora e ama,\nE que os moles Sofenos, e os a,t,1
Deus adora e ama,\nE que os moles Sofenos, e os at,r,1
ente\nNa capitaina imiga, dentro nela\nSaltando o ,f,1
ue a bovina pele\nTomou de espaço, por subtil par,t,1
eus adora e ama,\nE que os moles Sofenos, e os atr,o,1
do o belo coro se aparelha\nDas Nereidas, e junto ,c,1
pria, e impudico,\nDentro no carro o filho seu rec,e,1
ndo,\nTudo o clemente Padre lhe concede,\nPesando-,l,1
trada a nova terra, que deseja.\n\n29\n"E porque, ,c,1
s adora e ama,\nE que os moles Sofenos, e os atroc,e,1
de.\nNa fronte a palma leva e o verde louro\nDas v,i,1
ra, vinha.\n\n32\n"O batel de Coelho foi depressa\,n,1
rá provado;\nCastigará de Ormuz soberba o erro,\,n,1
rezentos\nJá contra mil Romanos pelejaram,\nNo te,m,1
 adora e ama,\nE que os moles Sofenos, e os atroce,s,1
adora e ama,\nE que os moles Sofenos, e os atroces,\,1
sejo feio,\nE que, por comprazer ao vulgo errante,,\,1
ra e ama,\nE que os moles Sofenos, e os atroces\nC,i,1
 e ama,\nE que os moles Sofenos, e os atroces\nCil,�,1
e ama,\nE que os moles Sofenos, e os atroces\nCil�,�,1
 ali vizinho;\nE fará descobir remotas Ilhas,\nQu,e,1
trema meta.\nO monte Abila e o nobre fundamento\nD,e,1
a.\nDo Olimpo desce enfim desesperado;\nNovo remé,d,1
ama,\nE que os moles Sofenos, e os atroces\nCilíc,i,1
z em puro amor.\n\n83\nÓ que famintos beijos na f,l,1
alvoroçado\nDa vinda tua, tem tanta alegria,\nQue, ,1
ma,\nE que os moles Sofenos, e os atroces\nCilíci,o,1
 que os moles Sofenos, e os atroces\nCilícios, co,m,1
atura quási giganteia\nHomens verá, da terra ali, ,1
n92\nMas a Fama, trombeta de obras tais,\nLhe deu ,n,1
éis, da frota se partia\nA receber no mar o Melin,d,1
ndo.\nA vós outros também não tolhe o medo,\nÓ, ,1
ue os moles Sofenos, e os atroces\nCilícios, com ,a,1
\nAli com o amor intrínseco e vontade\nNaquele po,r,1
e cada dama um tenha certo,\nLhe manda que sobre e,l,1
iro,\nE Orlando, inda que fora verdadeiro,\n\n12\n,P,1
e os moles Sofenos, e os atroces\nCilícios, com a, ,1
�s se acharam.\nAqui soante arame no instrumento\n,D,1
o de Cristo amantes;\nEntre vós nunca deixa a fer,a,1
s moles Sofenos, e os atroces\nCilícios, com a Ar,m,1
mpetência:\nAmor nefando, bruta incontinência!\n,\,1
hegaram,\nLeves embarcações de pescadores\nAchar,a,1
 moles Sofenos, e os atroces\nCilícios, com a Arm,�,1
rva e quieta, cuja branca areia,\nPintou de ruivas, ,1
24\n"Dom Nuno Alvares digo, verdadeiro\nAçoute de, ,1
tos todos de alegria.\nPor terem o remédio verdad,e,1
les Sofenos, e os atroces\nCilícios, com a Armén,i,1
es Sofenos, e os atroces\nCilícios, com a Arméni,a,1
ão esclarecido\nA ver-te, ou a servir-te, porque ,v,1
a guedelha,\nPosto que tudo pouco lhe parece,\nCo',o,1
42\n"Que gloriosas palmas tecer vejo\nCom que Vit�,�,1
quem o Rei gentio respondia\nQue, em ver embaixado,r,1
e reparo\nJá foram contra a gente Mahometa;\nTem ,o,1
amos, a primeira,\nMais célebre por nome que por ,f,1
s Sofenos, e os atroces\nCilícios, com a Arménia,,,1
oprimir a nação forte,\nNa terra que aos de Luso, ,1
agora vós,\nPor Dinis e seu filho, sublimados,\nS,e,1
 branca, longa e penteada:\n"Quem era, e por que c,a,1
 Sofenos, e os atroces\nCilícios, com a Arménia,, ,1
fenos, e os atroces\nCilícios, com a Arménia, qu,e,1
Do Inferno, e o vento lhe obedece.\nNa cabeça o g,a,1
enos, e os atroces\nCilícios, com a Arménia, que, ,1
nos, e os atroces\nCilícios, com a Arménia, que ,d,1
 se o valor tiverdes\nIgual ao Rei que agora aleva,n,1
os, e os atroces\nCilícios, com a Arménia, que d,e,1
armas não lhe impedem a ciência;\nMas, numa mão, ,1
ontentamento\nQuereis que com as velas leve o vent,o,1
i regando,\nCo'o sangue Mauro, bárbaro e nefando.,\,1
e tornasse.\n"Sinal é de inimigo e de ladrão,\nQ,u,1
nA Dom Mateus, o Bispo de Lisboa,\nQue a coroa da ,p,1
s, e os atroces\nCilícios, com a Arménia, que de,r,1
antasia,\nJá que à bruta crueza e feridade\nPuse,s,1
os, pai dela, posto em causas grandes,\nQue viva e, ,1
nA cor que tinha Dafne nos cabelos;\nEncosta-se no, ,1
nA ira com que súbito alterado\nO coração dos D,e,1
 e os atroces\nCilícios, com a Arménia, que derr,a,1
a,\nQue pôs nos corações um grande medo;\nBrami,n,1
nte estranha, e bem quisera\nPerguntar: mas no tem,p,1
gueses.\nA pertinácia aqui lhe custa cara,\nAssim, ,1
es despertam só de inveja,\nE diz que nada tanto ,o,1
e,\nCom quem teria o filho competência:\nAmor nef,a,1
 todas soberana,\nNa quarta parte nova os campos a,r,1
o tenho a muita obediência;\nMas, se lho o regime,n,1
e os atroces\nCilícios, com a Arménia, que derra,m,1
ivia\nO Rei que a terra toda possuía.\n\n17\nAlé,m,1
s buscar outro de tão longe,\nPor quem se despovo,e,1
 os atroces\nCilícios, com a Arménia, que derram,a,1
cabaram.\n\n36\nOs crespos fios d'ouro se esparzia,m,1
s atroces\nCilícios, com a Arménia, que derrama\,n,1
ua potestade\nMe triz especial necessidade.\n\n38\,n,1
ntigos, longínquos e altos montes\nNascerem duas ,c,1
mas; sós defendem da contrária\nBanda o seu Rei,, ,1
Tanto que estas palavras acabou,\nO Mouro, nos tai,s,1
 atroces\nCilícios, com a Arménia, que derrama\n,A,1
 quero à nação minha!\n\n10\nCantava a bela Deu,s,1
o vão amigos e parentes\nDo adúltero Conde e da ,R,1
